-996,500	0,000
-988,500	0,000
-980,500	0,000
-972,499	0,000
-964,499	0,000
-956,499	0,000
-948,499	0,000
-940,499	0,000
-932,499	0,000
-924,498	0,000
-916,498	0,000
-908,498	0,000
-900,498	0,000
-892,498	0,000
-884,498	0,000
-876,497	0,000
-868,497	0,000
-860,497	0,000
-852,497	0,000
-844,497	0,000
-836,497	0,000
-828,496	0,000
-820,496	0,000
-812,496	0,000
-804,496	0,000
-796,496	0,000
-788,496	0,000
-780,495	0,000
-772,495	0,000
-764,495	0,000
-756,495	0,000
-748,495	0,000
-740,495	0,000
-732,494	0,000
-724,494	0,000
-716,494	0,000
-708,494	0,000
-700,494	0,000
-692,494	0,000
-684,493	0,000
-676,493	0,000
-668,493	0,000
-660,493	0,000
-652,493	0,000
-644,493	0,000
-636,492	0,000
-628,492	0,000
-620,492	0,000
-612,492	1,000
-604,492	0,000
-596,492	0,000
-588,491	0,000
-580,491	0,000
-572,491	0,000
-564,491	0,000
-556,491	0,000
-548,491	1,000
-540,490	0,000
-532,490	1,000
-524,490	0,000
-516,490	0,000
-508,490	0,000
-500,490	2,000
-492,489	2,000
-484,489	4,000
-476,489	0,000
-468,489	3,000
-460,489	3,000
-452,489	1,000
-444,488	2,000
-436,488	4,000
-428,488	3,000
-420,488	5,000
-412,488	2,000
-404,488	3,000
-396,487	2,000
-388,487	1,000
-380,487	2,000
-372,487	1,000
-364,487	3,000
-356,487	4,000
-348,486	4,000
-340,486	11,000
-332,486	3,000
-324,486	13,000
-316,486	12,000
-308,486	11,000
-300,485	14,000
-292,485	9,000
-284,485	9,000
-276,485	15,000
-268,485	12,000
-260,485	18,000
-252,484	10,000
-244,484	18,000
-236,484	18,000
-228,484	26,000
-220,484	31,000
-212,484	30,000
-204,483	42,000
-196,483	46,000
-188,483	37,000
-180,483	38,000
-172,483	52,000
-164,483	55,000
-156,482	42,000
-148,482	63,000
-140,482	58,000
-132,482	76,000
-124,482	80,000
-116,482	102,000
-108,481	100,000
-100,481	137,000
-92,481	144,000
-84,481	180,000
-76,481	211,000
-68,481	211,000
-60,480	321,000
-52,480	373,000
-44,480	425,000
-36,480	483,000
-28,480	592,000
-20,480	689,000
-12,479	826,000
-4,479	957,000
3,521	11304,000
11,521	1312,000
19,521	1732,000
27,521	2760,000
35,522	2663,000
43,522	2122,000
51,522	1862,000
59,522	1689,000
67,522	1602,000
75,522	2066,000
83,523	1625,000
91,523	1165,000
99,523	1082,000
107,523	1174,000
115,523	1119,000
123,523	925,000
131,524	863,000
139,524	820,000
147,524	1023,000
155,524	1286,000
163,524	852,000
171,524	701,000
179,525	698,000
187,525	766,000
195,525	750,000
203,525	747,000
211,525	740,000
219,525	813,000
227,526	900,000
235,526	650,000
243,526	561,000
251,526	598,000
259,526	566,000
267,526	568,000
275,527	555,000
283,527	618,000
291,527	692,000
299,527	530,000
307,527	454,000
315,527	456,000
323,528	443,000
331,528	453,000
339,528	448,000
347,528	444,000
355,528	376,000
363,528	336,000
371,529	288,000
379,529	282,000
387,529	282,000
395,529	265,000
403,529	239,000
411,529	219,000
419,530	236,000
427,530	240,000
435,530	243,000
443,530	193,000
451,530	235,000
459,530	211,000
467,531	189,000
475,531	194,000
483,531	185,000
491,531	179,000
499,531	169,000
507,531	191,000
515,532	169,000
523,532	165,000
531,532	163,000
539,532	176,000
547,532	158,000
555,532	185,000
563,533	206,000
571,533	188,000
579,533	174,000
587,533	206,000
595,533	200,000
603,533	184,000
611,534	210,000
619,534	218,000
627,534	216,000
635,534	221,000
643,534	258,000
651,534	273,000
659,535	278,000
667,535	302,000
675,535	322,000
683,535	325,000
691,535	376,000
699,535	371,000
707,536	409,000
715,536	444,000
723,536	514,000
731,536	532,000
739,536	554,000
747,536	703,000
