0.000000000000000000e+00       0.000000000000000000e+00
1.000000000000000000e+02       1.386736666666666744e+06
1.100000000000000000e+02       1.427240000000000000e+06
1.200000000000000000e+02       1.437860000000000000e+06
1.300000000000000000e+02       1.437190000000000000e+06
1.400000000000000000e+02       1.438313333333333023e+06
1.500000000000000000e+02       1.436910000000000000e+06
1.600000000000000000e+02       1.435830000000000000e+06
1.700000000000000000e+02       1.437983333333333023e+06
1.800000000000000000e+02       1.435683333333333256e+06
1.900000000000000000e+02       1.437010000000000000e+06
2.000000000000000000e+02       1.434796666666666744e+06
2.100000000000000000e+02       1.436953333333333489e+06
2.200000000000000000e+02       1.431646666666666511e+06
2.300000000000000000e+02       1.432590000000000000e+06
2.400000000000000000e+02       1.426906666666666744e+06
2.500000000000000000e+02       1.430213333333333023e+06
2.600000000000000000e+02       1.427233333333333256e+06
2.700000000000000000e+02       1.427403333333333256e+06
2.800000000000000000e+02       1.421910000000000233e+06
2.900000000000000000e+02       1.422816666666666744e+06
3.000000000000000000e+02       1.418893333333333256e+06
3.100000000000000000e+02       1.421420000000000000e+06
3.200000000000000000e+02       1.426766666666666279e+06
3.300000000000000000e+02       1.428356666666666511e+06
3.400000000000000000e+02       1.428466666666666744e+06
3.500000000000000000e+02       1.430520000000000000e+06
3.600000000000000000e+02       1.424996666666666744e+06
3.700000000000000000e+02       1.427420000000000000e+06
3.800000000000000000e+02       1.432149999999999767e+06
3.900000000000000000e+02       1.430510000000000233e+06
4.000000000000000000e+02       1.429459999999999767e+06
4.100000000000000000e+02       1.429433333333333721e+06
4.200000000000000000e+02       1.428323333333333023e+06
4.300000000000000000e+02       1.428993333333333489e+06
4.400000000000000000e+02       1.429013333333333256e+06
4.500000000000000000e+02       1.428006666666666744e+06
4.600000000000000000e+02       1.433513333333333256e+06
4.700000000000000000e+02       1.432016666666666511e+06
4.800000000000000000e+02       1.436943333333333489e+06
4.900000000000000000e+02       1.434453333333333256e+06
5.000000000000000000e+02       1.435213333333333256e+06
5.100000000000000000e+02       1.437163333333333489e+06
5.200000000000000000e+02       1.433930000000000000e+06
5.300000000000000000e+02       1.436166666666666744e+06
5.400000000000000000e+02       1.439556666666666744e+06
5.500000000000000000e+02       1.444476666666666744e+06
5.600000000000000000e+02       1.442903333333333256e+06
5.700000000000000000e+02       1.442036666666666744e+06
5.800000000000000000e+02       1.442216666666666744e+06
5.900000000000000000e+02       1.446073333333333256e+06
6.000000000000000000e+02       1.444139999999999767e+06
6.100000000000000000e+02       1.445686666666666511e+06
6.200000000000000000e+02       1.445700000000000233e+06
6.300000000000000000e+02       1.444470000000000233e+06
6.400000000000000000e+02       1.443880000000000233e+06
6.500000000000000000e+02       1.442843333333333256e+06
6.600000000000000000e+02       1.442846666666666511e+06
6.700000000000000000e+02       1.440070000000000000e+06
6.800000000000000000e+02       1.439289999999999767e+06
6.900000000000000000e+02       1.436313333333333489e+06
7.000000000000000000e+02       1.434460000000000000e+06
7.100000000000000000e+02       1.432820000000000000e+06
7.200000000000000000e+02       1.426330000000000000e+06
7.300000000000000000e+02       1.427843333333333256e+06
7.400000000000000000e+02       1.430443333333333023e+06
7.500000000000000000e+02       1.428450000000000000e+06
7.600000000000000000e+02       1.426996666666666511e+06
7.700000000000000000e+02       1.428959999999999767e+06
7.800000000000000000e+02       1.427630000000000000e+06
7.900000000000000000e+02       1.426196666666666511e+06
8.000000000000000000e+02       1.426806666666666511e+06
8.100000000000000000e+02       1.428026666666666511e+06
8.200000000000000000e+02       1.427973333333333489e+06
8.300000000000000000e+02       1.425369999999999767e+06
8.400000000000000000e+02       1.428313333333333256e+06
8.500000000000000000e+02       1.430946666666666511e+06
8.600000000000000000e+02       1.428513333333333023e+06
8.700000000000000000e+02       1.433493333333333489e+06
8.800000000000000000e+02       1.429910000000000000e+06
8.900000000000000000e+02       1.429500000000000233e+06
9.000000000000000000e+02       1.433730000000000000e+06
9.100000000000000000e+02       1.431590000000000000e+06
9.200000000000000000e+02       1.428940000000000000e+06
9.300000000000000000e+02       1.426200000000000000e+06
9.400000000000000000e+02       1.431776666666666744e+06
9.500000000000000000e+02       1.434586666666666744e+06
9.600000000000000000e+02       1.432466666666666511e+06
9.700000000000000000e+02       1.430366666666666744e+06
9.800000000000000000e+02       1.432423333333333489e+06
9.900000000000000000e+02       1.430780000000000000e+06
1.000000000000000000e+03       1.434036666666666511e+06
1.010000000000000000e+03       1.432853333333333256e+06
1.020000000000000000e+03       1.436830000000000000e+06
1.030000000000000000e+03       1.435973333333333023e+06
1.040000000000000000e+03       1.433656666666666511e+06
1.050000000000000000e+03       1.436510000000000000e+06
1.060000000000000000e+03       1.432636666666666744e+06
1.070000000000000000e+03       1.437520000000000000e+06
1.080000000000000000e+03       1.436183333333333489e+06
1.090000000000000000e+03       1.435830000000000000e+06
